angDist,_RAJ2000,_DEJ2000,recno,ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Catalog,OriClass,3.6mag,e_3.6mag,4.5mag,e_4.5mag,5.8mag,e_5.8mag,8.0mag,e_8.0mag,24mag,e_24mag,Target,Pred,P(CI),P(CII),P(Other)
0.283256,100.32467306,9.48364,118354,2M06411792+0929011,12,5551,100.324673,9.48364,127.145,0,27.239201,0.049307,0.450109,0.11723,4,,,261,,,260,0.34287,4.979845,65540,,4,,,4,,,16.9083,Mg_c,75498624,269,,,269,,,2317,,,269,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3326692276606374144,Sp,100.324625,9.4837028,100.324625,9.4837028,0,"    II",11.21,0.005,10.69,0.008,10.32,0.021,9.3,0.019,6.04,0.122,1,1,4.8E-5,0.999891,6.1E-5
0.368225,83.83126194,-5.79605306,86616,2M05351950-0547457,7,5249,83.831262,-5.796053,108.913,0,25.5765,0.03453,0.53732,0.083348,512,3536.385,72.587,134217728,3.9623,0.113,0,0.727277,1.0,0,15.93676,0,-0.01552,0.0157717,0,-0.033631,0.00402,4.9455,Md_d,640,0,-0.029089,0.005013,0,-0.117619,0.026123,0,-0.190708,0.076803,0,-0.030021,0.00641,512,,,0,-0.007488,0.018596,0,-0.042353,0.039825,0,-0.008186,0.014879,512,,,512,,,512,,,0,-0.078551,0.018365,512,,,512,,,512,,,512,,,512,,,0,-0.015949,0.018264,0,-1.392126,0.100105,0,-0.111217,0.042352,0,0.148817,0.052393,512,,,3017244938106697344,Sp,83.8311995,-5.7959718,83.8311995,-5.7959718,1," Other",11.86,0.004,11.818,0.004,11.761,0.031,12.086,0.112,,,6,2,0.0,0.0,1.0
0.483238,85.42690194,-8.61875694,92982,2M05414245-0837075,2,4615,85.426902,-8.618757,182.996,1024,24.7843,0.043303,0.0,0.043303,4,,,261,,,4,2.224693,3.998787,65540,,4,,,4,,,21.6471,GKg_c,75498624,269,,,269,,,269,,,2317,,,269,,,2317,,,2317,,,2317,,,2317,,,269,,,2317,,,269,,,269,,,269,,,2317,,,269,,,2317,,,2317,,,2317,,,2317,,,269,,,2317,,,3015336392076740480,Sp,85.4267928,-8.6186771,85.4267928,-8.6186771,1,Disks,7.992,0.003,7.761,0.004,7.536,0.002,6.968,0.001,3.425,0.008,1,1,1.0E-6,0.999954,4.5E-5
0.398800,100.32534111,9.64038389,118356,2M06411808+0938253,6,5551,100.325341,9.640384,54.7188,0,21.3048,0.145011,1.5342,0.362069,4,,,4,,,4,,,4,,4,,,4,,,,,-2139095040,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326698877971076608,Sp,100.3253333,9.6404944,100.3253333,9.6404944,0," III/F",12.77,0.007,12.66,0.007,12.6,0.029,12.81,0.112,,,6,2,0.0,0.0,1.0
0.368225,83.83126194,-5.79605306,86617,2M05351950-0547457,7,4612,83.831262,-5.796053,47.5341,2048,25.4655,0.068075,0.0,0.068075,4,,,4,,,4,0.509225,1.0,4,15.9735,4,,,4,,,1.80855,Md_c,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017244938106697344,Sp,83.8311995,-5.7959718,83.8311995,-5.7959718,1," Other",11.86,0.004,11.818,0.004,11.761,0.031,12.086,0.112,,,6,2,0.0,0.0,1.0
0.372835,85.42703611,-1.80037306,92983,2M05414248-0148013,1,5173,85.427036,-1.800373,219.328,0,27.114799,0.04118,0.0,0.04118,4,,,261,,,4,1.360724,4.569468,65540,,4,,,4,,,16.6073,GKg_b,75499136,4,,,4,,,260,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3216634431134329472,Sp,85.426977,-1.800288,85.426977,-1.800288,1,Disks,8.618,0.001,8.43,0.004,8.246,0.003,7.773,0.016,4.542,0.025,1,1,0.0,0.99993,6.9E-5
0.442430,100.32655389,9.66142111,118359,2M06411837+0939411,11,4572,100.326554,9.661421,79.3553,0,21.383699,0.040168,0.548488,0.087801,4,,,4,,,260,0.387766,1.0,4,11.26419,4,,,4,,,2.16815,Md_c,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326698981049929856,Sp,100.3264583,9.6615,100.3264583,9.6615,0,"    TD",12.13,0.005,12.03,0.005,11.96,0.02,11.61,0.049,6.79,0.041,1,1,3.6E-5,0.999707,2.57E-4
0.442430,100.32655389,9.66142111,118360,2M06411837+0939411,11,5551,100.326554,9.661421,86.0882,0,21.9097,0.039718,0.203104,0.09439,512,3732.419,80.853,134217728,3.963,0.0453,256,0.331436,1.0,0,10.94208,0,-0.147289,0.0165461,0,-0.055704,0.005043,4.91157,Md_c,640,0,-0.046525,0.007286,0,-0.168198,0.030438,0,-0.174497,0.076234,0,-0.076332,0.009302,512,,,0,-0.046943,0.019475,0,-0.086061,0.041817,0,-0.05713,0.016069,512,,,512,,,512,,,0,-0.079008,0.020271,512,,,512,,,512,,,512,,,512,,,0,-0.136439,0.018516,256,,,0,-0.0385,0.042393,0,0.050816,0.063929,512,,,3326698981049929856,Sp,100.3264583,9.6615,100.3264583,9.6615,0,"    TD",12.13,0.005,12.03,0.005,11.96,0.02,11.61,0.049,6.79,0.041,1,1,3.6E-5,0.999707,2.57E-4
0.620513,83.83189111,-5.224025,86622,2M05351965-0513264,2,4612,83.831891,-5.224025,58.5263,0,27.509701,0.088306,1.6743,0.229064,4,,,261,,,4,0.600413,5.153334,65540,,4,,,4,,,4.62956,Mg_b,75498624,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3209521411243711744,Sp,83.8317459,-5.2239312,83.8317459,-5.2239312,1,Disks,8.921,0.002,8.435,0.006,8.17,0.005,7.611,0.036,,,1,1,4.0E-5,0.998767,0.001194
0.349006,85.42954889,-2.17397194,92988,2M05414309-0210262,2,5240,85.429549,-2.173972,146.398,0,28.2591,0.029197,0.310926,0.041395,512,4391.299,82.568,134217728,3.9685,0.1048,0,0.681459,1.0,0,14.52446,0,-0.097699,0.00945922,0,0.003468,0.004457,3.82499,GKd_b,640,0,-0.10159,0.009117,0,-0.061991,0.023498,0,-0.042636,0.046332,0,-0.061591,0.011858,512,,,0,-0.184282,0.01184,0,-0.070515,0.021514,0,-0.056442,0.01028,512,,,0,0.732842,0.060831,0,0.065961,0.019643,0,0.02313,0.012548,0,-0.1813,0.022006,512,,,512,,,0,-0.037781,0.035989,0,-0.11116,0.022498,0,-0.075015,0.010123,0,-0.67459,0.116071,0,-0.047684,0.019928,0,0.198045,0.054202,512,,,3216483248286437120,Sp,85.4294815,-2.1739022,85.4294815,-2.1739022,1," Other",10.381,0.002,10.369,0.002,10.385,0.007,10.321,0.014,,,6,2,0.0,0.0,1.0
0.299984,100.32798889,9.21362611,118365,2M06411871+0912490,5,4572,100.327989,9.213626,621.635,0,65.892799,0.765007,16.7866,1.39898,4,,,4,,,4,1.641459,1.0,4,4.23701,261,,,4,,,1.15216,Fd_c,41943680,4,,,261,,,4,,,4,,,4,,,261,,,2309,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,261,,,260,,,2309,,,4,,,4,,,261,,,260,,,3326630811329448576,Sp,100.3280417,9.2135611,100.3280417,9.2135611,0," III/F",8.87,0.002,8.87,0.002,8.83,0.003,8.86,0.005,,,6,2,0.0,2.2E-5,0.999978
0.207527,85.42984694,-2.06503111,92989,2M05414316-0203541,2,5240,85.429847,-2.065031,211.796,0,23.751301,0.022468,0.047625,0.031796,512,4269.494,72.939,134217728,3.9653,0.1104,256,0.378416,1.0,0,19.94803,0,-0.179469,0.00885116,0,-0.016357,0.004215,5.46085,GKd_b,640,0,-0.068358,0.007466,0,-0.016346,0.021088,0,-0.231567,0.043885,0,-0.056836,0.00949,512,,,0,-0.240158,0.010713,0,-0.107461,0.016978,0,-0.152209,0.009101,512,,,512,,,0,0.159515,0.016037,0,0.095938,0.010612,0,-0.225526,0.017577,512,,,512,,,0,-0.045847,0.02906,0,-0.114096,0.021194,0,-0.151229,0.009404,0,-0.109596,0.100004,0,-0.02138,0.018489,0,0.090626,0.04528,512,,,3216625772480272384,Sp,85.4298109,-2.0649861,85.4298109,-2.0649861,1," Other",10.07,0.002,10.044,0.002,9.991,0.005,9.976,0.009,,,6,2,0.0,3.0E-6,0.999997
0.154651,100.32889111,9.45438194,118369,2M06411893+0927157,5,4572,100.328891,9.454382,98.6955,0,18.971399,0.09618,1.16727,0.195234,4,,,4,,,4,0.969804,1.0,4,37.82684,4,,,4,,,2.22239,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326685542097257472,Sp,100.3289167,9.4544167,100.3289167,9.4544167,0," III/F",11.99,0.005,11.9,0.005,11.9,0.025,11.97,0.091,,,6,2,0.0,0.0,1.0
0.114091,100.32964611,9.44150111,118373,2M06411911+0926294,6,5551,100.329646,9.441501,92.3107,0,20.5956,0.041946,0.424096,0.087453,512,3605.381,77.848,33554432,3.2965,0.0476,256,0.32493,1.0,0,12.2518,0,-0.408399,0.0207343,0,-0.069387,0.006572,7.3804,Md_c,640,0,-0.193557,0.007822,0,-0.243455,0.03424,0,-0.383277,0.089021,0,-0.239459,0.009668,512,,,0,-0.261388,0.022618,0,-0.266041,0.043287,0,-0.228011,0.018342,512,,,512,,,512,,,0,-0.283992,0.023002,512,,,512,,,512,,,512,,,512,,,0,-0.243329,0.022646,0,0.634774,0.127532,0,-0.01523,0.054166,0,0.178856,0.068061,512,,,3326685340234195200,Sp,100.329625,9.441525,100.329625,9.441525,0,"    TD",11.7,0.004,11.51,0.004,11.36,0.014,11.0,0.049,7.01,0.071,1,1,2.0E-6,0.999955,4.3E-5
0.060400,85.43089889,-9.85133611,92995,2M05414341-0951048,1,5273,85.430899,-9.851336,58.8249,0,20.761801,0.047202,0.0,0.047202,4,,,4,,,4,0.712377,1.0,4,10.68563,4,,,4,,,1.62945,Md_c,8390784,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3012099326765430272,Sp,85.4308853,-9.851326,85.4308853,-9.851326,1," Other",11.626,0.003,11.589,0.003,11.427,0.014,11.492,0.013,,,6,2,0.0,0.0,1.0
0.457549,83.83266306,-5.25249694,86629,2M05351983-0515089,7,5249,83.832663,-5.252497,178.868,0,35.375599,0.025838,0.328295,0.060343,4,,,260,,,4,0.511658,7.012156,65540,,4,,,4,,,48.3059,Mg_b,75498624,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017367701155797376,Sp,83.8326535,-5.2523702,83.8326535,-5.2523702,1,Proto,8.56,0.002,7.522,0.003,6.672,0.003,5.636,0.015,1.73,0.009,0,0,0.968822,0.0071,0.024078
0.176513,100.33033694,9.635315,118376,2M06411928+0938071,6,4572,100.330337,9.635315,76.1924,0,21.2363,0.080054,1.05381,0.198094,4,,,4,,,260,0.357108,1.0,4,23.07279,4,,,4,,,1.68326,Md_c,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326698873675654656,Sp,100.3303333,9.6353639,100.3303333,9.6353639,0,"    II",11.19,0.003,10.78,0.003,10.44,0.006,9.77,0.007,7.4,0.07,1,1,8.0E-6,0.999974,1.7E-5
0.457549,83.83266306,-5.25249694,86630,2M05351983-0515089,7,4611,83.832663,-5.252497,85.8191,4,32.552399,0.122667,0.0,0.122667,4,,,4,,,4,0.538518,6.947226,65540,,4,,,4,,,11.298,Mg_b,75498624,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017367701155797376,Sp,83.8326535,-5.2523702,83.8326535,-5.2523702,1,Proto,8.56,0.002,7.522,0.003,6.672,0.003,5.636,0.015,1.73,0.009,0,0,0.968822,0.0071,0.024078
0.146197,85.431025,-2.06340806,92997,2M05414344-0203482,4,5173,85.431025,-2.063408,158.978,0,23.060699,0.022515,0.23314,0.045263,512,3727.69,65.662,67108864,4.3706,0.1108,0,0.785218,1.0,0,15.08343,0,0.017122,0.0107272,0,-0.03941,0.00327,6.12365,Md_c,640,0,-0.049922,0.004417,0,-0.089454,0.02027,256,,,0,-0.057961,0.005625,512,,,0,-0.037684,0.012918,0,-0.107196,0.023551,0,-0.050582,0.010407,512,,,512,,,512,,,0,-0.107942,0.012111,512,,,512,,,512,,,512,,,512,,,0,0.030257,0.012202,0,-0.479492,0.083547,0,-0.042622,0.026114,0,0.236109,0.040066,512,,,3216625772480272256,Sp,85.4309968,-2.0634373,85.4309968,-2.0634373,1," Other",11.47,0.003,11.432,0.003,11.359,0.014,11.37,0.019,,,6,2,0.0,0.0,1.0
0.373857,83.83275194,-5.51772306,86631,2M05351986-0531038,5,5271,83.832752,-5.517723,47.3913,2048,25.912001,0.044271,0.285463,0.086352,4,,,4,,,4,0.504882,1.0,4,15.04527,4,,,4,,,3.39305,Md_a,8391552,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017265206054356736,Sp,83.8326649,-5.5176658,83.8326649,-5.5176658,1,Disks,10.391,0.004,9.991,0.003,9.552,0.033,8.766,0.033,5.416,0.086,1,1,1.6E-5,0.999897,8.7E-5
0.016560,100.33179306,9.52899,118379,2M06411963+0931443,6,5551,100.331793,9.52899,233.485,0,21.7253,0.02121,0.402951,0.051725,4,,,4,,,4,0.496901,1.0,4,27.04581,4,,,4,,,11.695,Md_c,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326692693218189440,Sp,100.3317917,9.5289944,100.3317917,9.5289944,0," III/F",11.03,0.003,10.89,0.003,10.94,0.011,10.9,0.044,,,6,2,0.0,0.0,1.0
0.373857,83.83275194,-5.51772306,86632,2M05351986-0531038,5,4611,83.832752,-5.517723,55.5268,512,26.856899,0.06706,0.0,0.06706,4,,,4,,,260,0.303305,1.0,4,14.53784,4,,,4,,,2.21881,Md_c,8391296,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017265206054356736,Sp,83.8326649,-5.5176658,83.8326649,-5.5176658,1,Disks,10.391,0.004,9.991,0.003,9.552,0.033,8.766,0.033,5.416,0.086,1,1,1.6E-5,0.999897,8.7E-5
0.448243,85.43224194,-7.97287389,92999,2M05414373-0758223,5,5272,85.432242,-7.972874,118.856,0,25.910101,0.020375,0.068094,0.036929,261,,,4,,,4,0.881315,7.548189,65540,,4,,,4,,,15.3922,Mg_c,8390272,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3015795124649057536,Sp,85.4321165,-7.9728823,85.4321165,-7.9728823,1,Disks,10.127,0.001,9.662,0.002,9.187,0.003,8.366,0.002,5.395,0.01,1,1,3.8E-5,0.999802,1.6E-4
0.373857,83.83275194,-5.51772306,86633,2M05351986-0531038,5,4612,83.832752,-5.517723,43.3717,0,26.301901,0.079748,0.0,0.079748,4,,,4,,,260,0.305056,1.0,4,15.31793,4,,,4,,,1.54525,Md_c,8391296,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017265206054356736,Sp,83.8326649,-5.5176658,83.8326649,-5.5176658,1,Disks,10.391,0.004,9.991,0.003,9.552,0.033,8.766,0.033,5.416,0.086,1,1,1.6E-5,0.999897,8.7E-5
0.448243,85.43224194,-7.97287389,93000,2M05414373-0758223,5,5273,85.432242,-7.972874,81.8604,0,25.4839,0.039105,0.0,0.039105,261,,,4,,,4,0.454967,10.489351,65540,,4,,,4,,,7.04028,Mg_b,8390272,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,260,,,4,,,4,,,261,,,3015795124649057536,Sp,85.4321165,-7.9728823,85.4321165,-7.9728823,1,Disks,10.127,0.001,9.662,0.002,9.187,0.003,8.366,0.002,5.395,0.01,1,1,3.8E-5,0.999802,1.6E-4
0.448243,85.43224194,-7.97287389,93001,2M05414373-0758223,5,4615,85.432242,-7.972874,88.1487,2048,25.690701,0.03842,0.0,0.03842,261,,,4,,,4,0.625533,8.309816,65540,,4,,,4,,,7.48911,Mg_a,8390272,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3015795124649057536,Sp,85.4321165,-7.9728823,85.4321165,-7.9728823,1,Disks,10.127,0.001,9.662,0.002,9.187,0.003,8.366,0.002,5.395,0.01,1,1,3.8E-5,0.999802,1.6E-4
0.320861,85.4325,-1.779375,93002,2M05414380-0146457,3,5173,85.4325,-1.779375,138.482,0,26.3687,0.018788,0.125295,0.034964,512,3583.124,66.093,134217728,3.882,0.0455,0,0.430923,1.0,0,9.98826,0,-0.112329,0.0136195,0,-0.04354,0.003924,6.59462,Md_b,0,0,-0.042007,0.004632,0,-0.115768,0.023135,256,,,0,-0.052274,0.005813,512,,,0,-0.019036,0.015686,0,-0.222371,0.028536,0,-0.043534,0.012469,512,,,512,,,512,,,0,-0.207022,0.014733,512,,,512,,,512,,,512,,,512,,,0,-0.099939,0.015443,0,-0.371846,0.089251,0,-0.033208,0.034746,0,0.283538,0.044548,512,,,3216652057680111232,Sp,85.432467,-1.7792922,85.432467,-1.7792922,1," Other",10.953,0.002,10.852,0.003,9.98,0.009,9.384,0.027,,,5,1,0.045131,0.581169,0.3737
0.181846,100.33559611,9.79167889,118386,2M06412054+0947300,6,5551,100.335596,9.791679,87.6206,4,17.8923,0.060598,0.520784,0.14806,512,3631.959,76.075,134217728,3.7072,0.0458,0,0.433731,1.0,0,17.84021,0,-0.230109,0.0174548,0,-0.048571,0.005236,4.52356,Md_b,640,0,-0.264996,0.006655,0,-0.217108,0.029976,0,-0.08855,0.079554,0,-0.22558,0.008365,512,,,0,-0.128402,0.019864,0,-0.141731,0.039661,0,-0.140166,0.016118,512,,,512,,,512,,,0,-0.160155,0.020017,512,,,512,,,512,,,512,,,512,,,0,-0.131389,0.019467,0,-0.095606,0.115371,0,-0.07874,0.045309,0,-0.121564,0.06037,512,,,3326736261366043904,Sp,100.3355833,9.7917278,100.3355833,9.7917278,0," III/F",12.58,0.005,12.52,0.005,12.46,0.024,12.56,0.062,,,6,2,0.0,0.0,1.0
0.186438,85.43326,-1.97928306,93004,2M05414398-0158454,5,5240,85.43326,-1.979283,50.0162,0,29.9254,0.064621,0.554165,0.150119,512,3308.37,75.183,33554432,3.0691,0.0414,0,0.589318,1.0,0,13.52073,0,-0.230359,0.0247273,0,-0.061657,0.005664,3.65864,Md_b,2176,0,0.033921,0.005639,0,0.057759,0.033672,0,0.257473,0.109498,0,-0.03661,0.007061,512,,,0,-0.055128,0.027035,0,0.182899,0.059068,0,-0.026922,0.021177,512,,,512,,,512,,,0,-0.221372,0.027169,512,,,512,,,512,,,512,,,512,,,0,-0.243169,0.028554,0,-0.068506,0.115413,0,-0.01573,0.072501,0,0.100855,0.06551,512,,,3216627524826272384,Sp,85.4333116,-1.9792783,85.4333116,-1.9792783,1,Disks,10.656,0.002,9.927,0.002,9.374,0.008,8.196,0.01,,,1,1,0.025894,0.96016,0.013946
0.181151,83.83309889,-5.56486111,86637,2M05351994-0533534,2,4611,83.833099,-5.564861,90.1595,512,28.971901,0.038667,0.0,0.038667,4,,,4,,,4,0.474755,1.0,4,15.90377,4,,,4,,,3.05985,Md_d,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017253184443745536,Sp,83.8330484,-5.5648585,83.8330484,-5.5648585,1," Other",11.026,0.003,10.982,0.004,10.915,0.024,10.926,0.054,,,6,2,0.0,0.0,1.0
0.181151,83.83309889,-5.56486111,86638,2M05351994-0533534,2,4612,83.833099,-5.564861,71.0081,0,27.2514,0.047467,0.0,0.047467,4,,,261,,,4,0.75119,4.539091,65540,,4,,,4,,,7.07213,Mg_c,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3017253184443745536,Sp,83.8330484,-5.5648585,83.8330484,-5.5648585,1," Other",11.026,0.003,10.982,0.004,10.915,0.024,10.926,0.054,,,6,2,0.0,0.0,1.0
0.218624,85.43380889,-9.31613806,93007,2M05414411-0918580,1,4615,85.433809,-9.316138,81.711,0,4.18221,0.04516,0.0,0.04516,4,,,4,,,4,2.04833,1.0,4,7.93232,4,,,4,,,1.22246,Fd_c,8388608,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3012133961382314368,Sp,85.433754,-9.3161106,85.433754,-9.3161106,1," Other",11.074,0.002,11.01,0.002,10.915,0.007,10.899,0.009,,,6,2,0.0,0.0,1.0
0.131151,100.33738611,9.11344306,118393,2M06412097+0906483,3,4572,100.337386,9.113443,176.414,0,76.268204,0.009551,0.016389,0.015782,512,4568.273,81.082,33554432,1.9797,0.063,0,1.659281,3.624556,65536,,0,-0.347672,0.00725874,0,-0.003579,0.007675,2.88144,GKg_c,0,0,-0.090093,0.011312,0,-0.068803,0.019413,0,0.26272,0.017967,0,0.005678,0.012706,0,0.082166,0.04359,0,-0.031924,0.011512,0,0.026368,0.0177,0,-0.014308,0.010556,0,0.032957,0.059713,0,0.117944,0.034685,0,0.05994,0.03425,0,-0.009574,0.013567,0,-0.062353,0.017758,0,0.068265,0.057568,0,-0.003697,0.047908,0,-0.056652,0.035299,0,-0.031376,0.016588,0,-0.354942,0.008209,0,0.009592,0.037729,0,6.42E-4,0.013873,0,0.020247,0.036334,0,0.255103,0.057846,3326535634854764416,Sp,100.337375,9.1134778,100.337375,9.1134778,0," III/F",10.21,0.002,10.24,0.003,10.18,0.005,10.12,0.007,,,6,2,0.0,4.0E-6,0.999996
0.179838,83.83333806,-5.21397806,86640,2M05352000-0512503,2,4611,83.833338,-5.213978,35.4578,0,27.6178,0.141803,0.0,0.141803,4,,,261,,,4,0.669946,5.154872,65540,,4,,,4,,,1.98395,Mg_b,75500672,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,2317,,,269,,,269,,,2317,,,269,,,269,,,2317,,,269,,,2317,,,2317,,,269,,,2317,,,269,,,3209527286758972800,Sp,83.8332901,-5.2139927,83.8332901,-5.2139927,1,Disks,9.654,0.001,9.209,0.004,8.762,0.006,8.336,0.037,,,1,1,3.76E-4,0.994728,0.004896
0.289554,100.33751,9.56004889,118395,2M06412100+0933361,12,4572,100.33751,9.560049,160.113,0,20.3311,0.034609,0.500135,0.076244,4,,,261,,,4,0.87792,3.545149,65540,,4,,,4,,,8.71867,GKg_c,75499136,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,3326693174253496960,Sp,100.3374583,9.5601111,100.3374583,9.5601111,0,"    II",10.45,0.003,10.11,0.003,9.88,0.005,9.16,0.007,6.31,0.054,1,1,2.0E-6,0.999951,4.6E-5
0.179838,83.83333806,-5.21397806,86641,2M05352000-0512503,2,4612,83.833338,-5.213978,45.6077,0,26.554899,0.109673,0.0,0.109673,4,,,261,,,4,0.673473,4.944974,65540,,4,,,4,,,2.77882,Mg_b,8391808,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3209527286758972800,Sp,83.8332901,-5.2139927,83.8332901,-5.2139927,1,Disks,9.654,0.001,9.209,0.004,8.762,0.006,8.336,0.037,,,1,1,3.76E-4,0.994728,0.004896
0.289554,100.33751,9.56004889,118396,2M06412100+0933361,12,5551,100.33751,9.560049,212.055,0,20.9198,0.02476,0.359775,0.0614,4,,,261,,,4,0.90305,3.664194,65540,,4,,,4,,,11.6198,GKg_c,75499136,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326693174253496960,Sp,100.3374583,9.5601111,100.3374583,9.5601111,0,"    II",10.45,0.003,10.11,0.003,9.88,0.005,9.16,0.007,6.31,0.054,1,1,2.0E-6,0.999951,4.6E-5
