angDist,_RAJ2000,_DEJ2000,recno,ID,Nvis,Loc,RAJ2000,DEJ2000,SNR,SaFlag,HRV,e_HRV,s_HRV,errHRV,f_Teff,Teff,e_Teff,f_logg,logg,e_logg,f_Vmicro,Vmicro,Vmacro,f_Vsini,Vsini,f_[M/H],[M/H],e_[M/H],f_[a/M],[a/M],e_[a/M],Chi2,TClass,AFlag,f_[C/Fe],[C/Fe],e_[C/Fe],f_[CI/Fe],[CI/Fe],e_[CI/Fe],f_[N/Fe],[N/Fe],e_[N/Fe],f_[O/Fe],[O/Fe],e_[O/Fe],f_[Na/Fe],[Na/Fe],e_[Na/Fe],f_[Mg/Fe],[Mg/Fe],e_[Mg/Fe],f_[Al/Fe],[Al/Fe],e_[Al/Fe],f_[Si/Fe],[Si/Fe],e_[Si/Fe],f_[P/Fe],[P/Fe],e_[P/Fe],f_[S/Fe],[S/Fe],e_[S/Fe],f_[K/Fe],[K/Fe],e_[K/Fe],f_[Ca/Fe],[Ca/Fe],e_[Ca/Fe],f_[Ti/Fe],[Ti/Fe],e_[Ti/Fe],f_[TiII/Fe],[TiII/Fe],e_[TiII/Fe],f_[V/Fe],[V/Fe],e_[V/Fe],f_[Cr/Fe],[Cr/Fe],e_[Cr/Fe],f_[Mn/Fe],[Mn/Fe],e_[Mn/Fe],f_[Fe/H],[Fe/H],e_[Fe/H],f_[Co/Fe],[Co/Fe],e_[Co/Fe],f_[Ni/Fe],[Ni/Fe],e_[Ni/Fe],f_[Cu/Fe],[Cu/Fe],e_[Cu/Fe],f_[Ce/Fe],[Ce/Fe],e_[Ce/Fe],Gaia,Sp,_RAJ2000,_DEJ2000,RAJ2000,DEJ2000,Catalog,OriClass,3.6mag,e_3.6mag,4.5mag,e_4.5mag,5.8mag,e_5.8mag,8.0mag,e_8.0mag,24mag,e_24mag,Target,Pred,P(CI),P(CII),P(Other)
0.239745,83.76542111,-5.37936306,85948,2M05350370-0522457,2,4612,83.765421,-5.379363,44.3384,512,30.990499,0.06956,0.0,0.06956,4,,,260,,,260,0.318559,5.42695,65540,,4,,,4,,,5.82774,Mg_d,8391808,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017364269489305344,Sp,83.7654144,-5.3792968,83.7654144,-5.3792968,1,Disks,10.689,0.003,10.185,0.004,9.676,0.013,8.7,0.025,,,1,1,0.003635,0.990748,0.005617
0.415596,85.21665806,-7.69575194,92262,2M05405199-0741447,8,5272,85.216658,-7.695752,85.7501,0,21.673401,0.064304,0.315982,0.116566,512,4352.071,97.769,67108864,4.2711,0.1033,0,0.432155,1.0,0,20.65856,0,-0.097049,0.0128225,0,-9.39E-4,0.005505,3.45557,GKd_c,0,0,-0.087168,0.012248,0,-0.08123,0.031191,0,-0.249856,0.059009,0,-0.082512,0.016176,512,,,0,-0.235547,0.01621,0,0.16643,0.036144,0,-0.050988,0.014319,512,,,512,,,0,0.018746,0.028371,0,0.007396,0.018727,0,-0.285346,0.029953,512,,,512,,,0,-0.337116,0.053602,0,-0.056525,0.031306,0,-0.05286,0.013832,0,-0.660365,0.151657,0,-0.128239,0.028724,0,-0.091583,0.076227,512,,,3015818974603359872,Sp,85.216542,-7.695742,85.216542,-7.695742,1," Other",11.381,0.003,11.3,0.003,11.211,0.011,11.182,0.017,,,6,2,0.0,0.0,1.0
0.191001,83.76545694,-4.84808,85949,2M05350370-0450530,1,4611,83.765457,-4.84808,103.738,4,30.540899,0.049052,0.0,0.049052,4,,,4,,,260,0.334164,1.0,4,14.8799,4,,,4,,,3.0773,Md_b,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3209575600846656128,Sp,83.7654689,-4.8480283,83.7654689,-4.8480283,1,Disks,8.915,0.004,8.384,0.004,8.094,0.007,7.222,0.016,3.831,0.022,1,1,7.0E-6,0.999925,6.8E-5
0.415596,85.21665806,-7.69575194,92263,2M05405199-0741447,8,5273,85.216658,-7.695752,59.9906,0,21.3594,0.080132,0.0,0.080132,512,4381.92,100.497,67108864,4.2665,0.103,0,0.760064,1.0,0,20.85451,0,-0.105219,0.0131931,0,0.004047,0.005733,1.64324,GKd_b,2176,0,-0.056673,0.013063,0,-0.275586,0.032318,0,-0.207775,0.060126,0,-0.041525,0.017294,512,,,0,-0.094957,0.016704,0,0.409581,0.037925,0,6.99E-4,0.014827,512,,,0,0.501408,0.084659,0,0.046167,0.029928,0,0.014825,0.019583,0,-0.187234,0.031815,512,,,512,,,0,0.034065,0.056996,0,0.025056,0.032294,0,-0.082351,0.014202,0,-0.181624,0.158153,0,0.051014,0.029544,0,-0.153583,0.080055,512,,,3015818974603359872,Sp,85.216542,-7.695742,85.216542,-7.695742,1," Other",11.381,0.003,11.3,0.003,11.211,0.011,11.182,0.017,,,6,2,0.0,0.0,1.0
0.380391,83.76552611,-4.38500389,85950,2M05350372-0423060,14,4611,83.765526,-4.385004,804.442,0,18.946301,0.479625,6.39874,1.18289,4,,,4,,,4,10.0,1.0,4,50.92136,4,,,4,,,0.64028,BA,8389248,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3209652601020220928,Sp,83.7655172,-4.3848986,83.7655172,-4.3848986,1," Other",8.792,0.004,8.777,0.002,8.722,0.002,8.711,0.003,8.63,0.105,6,2,0.0,2.79E-4,0.999721
0.415596,85.21665806,-7.69575194,92264,2M05405199-0741447,8,4614,85.216658,-7.695752,54.1941,0,22.6192,0.087379,0.0,0.087379,4,,,4,,,4,0.744869,1.0,4,20.72526,4,,,4,,,1.25102,GKd_c,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3015818974603359872,Sp,85.216542,-7.695742,85.216542,-7.695742,1," Other",11.381,0.003,11.3,0.003,11.211,0.011,11.182,0.017,,,6,2,0.0,0.0,1.0
0.380391,83.76552611,-4.38500389,85951,2M05350372-0423060,14,4612,83.765526,-4.385004,709.58,0,16.155199,0.553384,8.97486,1.2784,512,8064.563,268.896,67109376,4.3805,0.0841,0,10.0,1.0,0,57.783,2,,,2,,,0.602643,BA,640,2,,,2,,,2,,,2,,,2,,,2,,,258,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,2,,,3209652601020220928,Sp,83.7655172,-4.3848986,83.7655172,-4.3848986,1," Other",8.792,0.004,8.777,0.002,8.722,0.002,8.711,0.003,8.63,0.105,6,2,0.0,2.79E-4,0.999721
0.295992,85.21873694,-2.01280694,92267,2M05405249-0200461,3,5173,85.218737,-2.012807,175.62,0,22.566,0.022225,0.205072,0.039309,512,3973.519,68.379,67108864,4.3638,0.1122,256,0.30533,1.0,0,14.3913,0,-0.114549,0.0097995,0,-0.037867,0.003775,4.98161,Md_b,640,0,-0.042807,0.005745,0,-0.089966,0.020813,256,,,0,-0.074571,0.007269,512,,,0,-0.058306,0.011741,0,-0.156578,0.019564,0,-0.048518,0.009698,512,,,512,,,512,,,0,-0.040326,0.011223,512,,,512,,,512,,,0,-0.105064,0.025886,0,-0.130393,0.02357,0,-0.085902,0.010723,0,-0.191473,0.091238,0,-0.022076,0.022051,0,0.175909,0.042332,512,,,3216536815118554112,Sp,85.2187315,-2.0127249,85.2187315,-2.0127249,1," Other",11.114,0.002,11.139,0.003,11.05,0.016,11.05,0.069,,,6,2,0.0,0.0,1.0
0.129630,99.90585389,9.61077306,117400,2M06393740+0936387,6,5551,99.905854,9.610773,72.9538,2048,23.699699,0.199237,1.18239,0.471187,4,,,261,,,4,0.850539,5.091922,65540,,4,,,4,,,4.3136,GKg_d,75501184,269,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,2317,,,,Sp,99.9058333,9.6108028,99.9058333,9.6108028,0,"    II",9.35,0.002,8.5,0.002,7.86,0.002,6.96,0.001,3.55,0.003,1,1,0.043697,0.943504,0.012799
0.143519,83.76634111,-5.484265,85955,2M05350392-0529033,5,4611,83.766341,-5.484265,190.091,0,-14.6266,0.06202,33.0369,0.094408,4,,,4,,,260,0.322522,1.0,4,26.57051,4,,,4,,,18.0634,Md_c,8388608,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,3017266481662489984,Sp,83.7663388,-5.4842252,83.7663388,-5.4842252,1,Disks,9.486,0.004,9.105,0.002,8.827,0.02,8.045,0.022,3.516,0.031,1,1,1.08E-4,0.999688,2.04E-4
0.331619,83.76648389,-5.90053194,85956,2M05350395-0554019,7,5249,83.766484,-5.900532,115.082,0,25.181999,0.032612,0.43963,0.080176,512,3502.299,77.422,33554688,2.7918,0.0539,256,0.355582,5.091208,65536,,0,-0.925799,0.0313557,0,-0.083901,0.011722,8.04285,Mg_c,640,0,0.008838,0.010826,0,-0.028915,0.045405,257,,,0,-0.11338,0.012655,512,,,0,-0.104149,0.029992,0,-0.106871,0.047146,0,0.008792,0.024003,512,,,512,,,512,,,0,0.200448,0.030192,512,,,512,,,512,,,512,,,512,,,0,-0.921449,0.032258,0,-0.184526,0.152594,0,-0.01412,0.082542,0,0.667156,0.084403,512,,,3017191092103956736,Sp,83.7664207,-5.9004646,83.7664207,-5.9004646,1,Disks,9.661,0.001,9.025,0.001,8.432,0.002,7.646,0.003,4.983,0.011,1,1,2.06E-4,0.99916,6.34E-4
0.331619,83.76648389,-5.90053194,85957,2M05350395-0554019,7,4612,83.766484,-5.900532,59.9432,0,24.692499,0.056855,0.0,0.056855,4,,,261,,,260,0.319293,4.860328,65540,,4,,,4,,,2.33555,Mg_c,8391296,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,2317,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3017191092103956736,Sp,83.7664207,-5.9004646,83.7664207,-5.9004646,1,Disks,9.661,0.001,9.025,0.001,8.432,0.002,7.646,0.003,4.983,0.011,1,1,2.06E-4,0.99916,6.34E-4
0.200962,83.76651,-5.31660694,85958,2M05350396-0518597,2,4611,83.76651,-5.316607,64.6729,0,27.193701,0.047938,0.0,0.047938,4,,,4,,,4,0.575029,1.0,4,13.72461,4,,,4,,,4.28095,Md_b,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017365540799183744,Sp,83.7664878,-5.3166582,83.7664878,-5.3166582,1,Disks,10.957,0.002,10.523,0.004,10.099,0.01,9.25,0.026,,,1,1,0.002227,0.992084,0.005689
0.445657,85.22101694,-1.78450194,92273,2M05405304-0147042,1,5173,85.221017,-1.784502,126.833,0,-29.615299,0.01674,0.0,0.01674,0,4969.833,103.64,16777216,2.9627,0.048,0,1.258021,3.131186,65536,,0,-0.09759,0.00916883,0,0.019677,0.009004,2.54472,GKg_b,0,0,0.058373,0.01677,0,0.024619,0.025889,0,0.101159,0.024745,0,0.001233,0.021934,0,0.059033,0.053999,0,0.053392,0.014079,0,0.048474,0.026089,0,-0.00271,0.01378,0,0.092827,0.088053,0,0.015499,0.040298,0,-0.0146,0.042171,0,0.041215,0.017052,0,0.111613,0.025741,0,-0.030063,0.082481,512,,,0,-0.022242,0.045807,0,-0.006006,0.020626,0,-0.106202,0.010055,0,-0.950688,0.056644,0,0.042512,0.017315,0,0.127229,0.047714,0,-0.277125,0.087579,3216648411253764864,Sp,85.2209702,-1.7843873,85.2209702,-1.7843873,1," Other",9.645,0.002,9.56,0.002,9.474,0.015,9.528,0.078,,,6,2,0.0,1.0E-6,0.999999
0.200962,83.76651,-5.31660694,85959,2M05350396-0518597,2,4612,83.76651,-5.316607,69.3156,0,26.146799,0.049842,0.0,0.049842,4,,,4,,,260,0.320125,1.0,4,14.30869,4,,,4,,,3.28958,Md_b,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017365540799183744,Sp,83.7664878,-5.3166582,83.7664878,-5.3166582,1,Disks,10.957,0.002,10.523,0.004,10.099,0.01,9.25,0.026,,,1,1,0.002227,0.992084,0.005689
0.181373,99.91383194,9.93323,117411,2M06393931+0955596,6,5551,99.913832,9.93323,140.969,4,26.4011,0.071847,0.890289,0.152607,4,,,4,,,4,0.50128,1.0,4,38.69902,4,,,4,,,4.92504,Md_a,8389248,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,261,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326908639878617216,Sp,99.9137917,9.9332611,99.9137917,9.9332611,0," III/F",11.82,0.004,11.95,0.005,11.85,0.016,11.95,0.052,,,6,2,0.0,0.0,1.0
0.528141,85.22129306,-2.26351806,92274,2M05405311-0215486,1,5173,85.221293,-2.263518,161.867,0,-6.59077,0.080232,0.0,0.080232,0,6382.989,158.436,2,,,0,0.953488,1.0,0,17.25838,0,-0.241512,0.0478339,0,0.260519,0.028085,3.28156,Fd_b,0,0,-0.19102,0.04838,0,-0.17751,0.032873,0,0.018609,0.121573,512,,,0,0.389606,0.078611,0,0.358072,0.035398,0,-0.866132,0.103672,0,0.237492,0.041264,512,,,0,-0.546086,0.057974,0,-0.34458,0.060681,0,-0.040075,0.05731,0,0.095541,0.138377,0,0.363245,0.103251,512,,,257,,,0,0.477184,0.078798,0,-0.196272,0.057452,512,,,0,-0.188128,0.068343,0,-0.479203,0.096501,16896,,,3216522899424530048,Sp,85.2212384,-2.2633819,85.2212384,-2.2633819,1," Other",10.14,0.002,10.11,0.002,10.093,0.005,10.17,0.022,,,6,2,0.0,0.0,1.0
0.380702,83.766845,-4.48635389,85960,2M05350404-0429108,1,4612,83.766845,-4.486354,100.179,4,70.535004,0.035599,0.0,0.035599,260,,,4,,,4,0.882533,1.0,4,5.51277,4,,,4,,,1.40466,GKd_a,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3209638066850913536,Sp,83.7667462,-4.4863154,83.7667462,-4.4863154,1," Other",10.86,0.002,10.858,0.003,10.832,0.007,10.794,0.014,,,6,2,0.0,0.0,1.0
0.148348,83.76685611,-5.68101,85961,2M05350404-0540516,9,5249,83.766856,-5.68101,139.403,0,28.2782,0.017564,0.534373,0.043746,512,3565.848,68.988,134217728,4.1248,0.1177,0,0.700051,1.0,0,6.50669,0,-0.133949,0.0150789,0,-0.024095,0.004255,12.0754,Md_c,640,0,0.003511,0.005049,0,-0.056144,0.025198,256,,,0,-0.001702,0.006348,512,,,0,-0.012462,0.017298,0,-0.032001,0.032912,0,-0.001724,0.013794,512,,,512,,,512,,,0,0.016681,0.016607,512,,,512,,,512,,,512,,,512,,,0,-0.137719,0.017101,0,0.157542,0.096237,0,-0.08849,0.03917,0,0.115986,0.049107,512,,,3017249920268621696,Sp,83.7668262,-5.6810385,83.7668262,-5.6810385,1," Other",11.408,0.003,11.34,0.003,11.303,0.024,11.613,0.101,,,6,2,0.0,0.0,1.0
0.148348,83.76685611,-5.68101,85962,2M05350404-0540516,9,4612,83.766856,-5.68101,76.4017,0,27.790001,0.034908,0.00292,0.049365,4,,,4,,,4,0.92028,1.0,4,7.88951,4,,,4,,,1.9762,Md_c,8389248,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017249920268621696,Sp,83.7668262,-5.6810385,83.7668262,-5.6810385,1," Other",11.408,0.003,11.34,0.003,11.303,0.024,11.613,0.101,,,6,2,0.0,0.0,1.0
0.093171,99.922815,9.77213694,117418,2M06394147+0946196,6,5551,99.922815,9.772137,191.123,0,20.017799,0.034087,0.396102,0.081634,512,4595.291,80.827,134217728,3.8443,0.0616,0,1.495202,1.0,0,24.19915,0,-0.237859,0.00866442,0,0.008085,0.004997,3.68748,GKd_b,640,0,-0.105836,0.010261,0,-0.167148,0.022389,0,-0.186057,0.041744,0,-0.09744,0.013188,512,,,0,-0.153819,0.010577,0,0.018119,0.016528,0,-0.140569,0.009253,512,,,0,0.055266,0.054035,0,0.179235,0.018784,0,0.203988,0.011114,0,0.005634,0.023193,512,,,512,,,0,0.097072,0.035413,0,-0.134326,0.020661,0,-0.197809,0.008982,0,-0.521856,0.114809,0,-0.08025,0.017063,0,0.028286,0.051959,512,,,3326897438603700992,Sp,99.9227917,9.772125,99.9227917,9.772125,0,"    TD",11.36,0.003,11.28,0.003,11.26,0.009,10.93,0.016,5.82,0.012,1,1,3.19E-4,0.99859,0.001091
0.440620,85.22260611,-8.24945889,92280,2M05405342-0814580,1,4615,85.222606,-8.249459,100.561,0,25.413,0.110794,0.0,0.110794,4,,,4,,,4,2.120411,1.0,4,66.91138,4,,,4,,,1.82016,GKd_b,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3015409028564292992,Sp,85.2224907,-8.2494149,85.2224907,-8.2494149,1," Other",10.175,0.001,10.073,0.002,9.97,0.004,9.92,0.005,,,6,2,0.0,7.9E-5,0.999921
0.422000,83.76731,-6.28537306,85967,2M05350415-0617073,4,5272,83.76731,-6.285373,615.244,0,-7.77174,0.486191,1.12729,0.833032,260,,,4,,,4,1.836031,1.0,261,95.98426,4,,,4,,,2.07816,Fd_a,8389248,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017144367152563328,Sp,83.7672251,-6.2852917,83.7672251,-6.2852917,1," Other",8.416,0.003,8.376,0.003,8.369,0.002,8.3,0.002,8.377,0.081,6,2,0.0,8.38E-4,0.999162
0.422000,83.76731,-6.28537306,85968,2M05350415-0617073,4,4613,83.76731,-6.285373,485.615,0,7.38781,1.02575,0.0,1.02575,4,,,4,,,4,1.946794,1.0,261,96.00637,4,,,4,,,2.48028,Fd_b,8389248,260,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,4,,,4,,,4,,,261,,,260,,,4,,,4,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,3017144367152563328,Sp,83.7672251,-6.2852917,83.7672251,-6.2852917,1," Other",8.416,0.003,8.376,0.003,8.369,0.002,8.3,0.002,8.377,0.081,6,2,0.0,8.38E-4,0.999162
0.140431,85.22449806,-9.10118694,92283,2M05405387-0906042,1,5273,85.224498,-9.101187,65.7414,0,19.228001,0.199599,0.0,0.199599,4,,,261,,,4,0.78768,5.228685,65540,,4,,,4,,,3.4633,GKg_d,41943680,4,,,4,,,4,,,4,,,4,,,261,,,4,,,4,,,4,,,260,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3012292767796744576,Sp,85.2244797,-9.1011524,85.2244797,-9.1011524,1,Disks,7.401,0.002,6.664,0.002,5.922,0.001,5.144,0.001,1.704,0.005,0,1,0.041338,0.928787,0.029875
0.065165,83.76747806,-5.44106806,85970,2M05350419-0526278,1,4611,83.767478,-5.441068,80.5146,512,28.252399,0.038303,0.0,0.038303,4,,,4,,,260,0.32282,1.0,4,8.47462,4,,,4,,,3.69224,Md_c,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017363410495901440,Sp,83.7674929,-5.4410576,83.7674929,-5.4410576,1,Disks,9.732,0.002,9.4,0.001,9.144,0.008,8.523,0.008,,,1,1,6.3E-5,0.997764,0.002173
0.090170,99.93148306,9.6011,117432,2M06394355+0936039,6,5551,99.931483,9.6011,100.885,2048,19.096901,0.030511,0.296843,0.072604,4,,,4,,,4,1.659816,1.0,4,17.86076,4,,,4,,,4.46982,GKd_d,41943680,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3326706020501406976,Sp,99.9314583,9.6011056,99.9314583,9.6011056,0,"    II",10.91,0.002,10.61,0.003,10.29,0.005,9.44,0.004,5.98,0.008,1,1,3.8E-5,0.999858,1.05E-4
0.198147,83.76758194,-4.77875389,85971,2M05350421-0446435,1,4611,83.767582,-4.778754,286.074,0,-1.37636,0.009627,0.0,0.009627,4,,,4,,,4,0.72041,1.0,4,6.52875,4,,,4,,,3.86091,GKd_a,8389248,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3209576489902580864,Sp,83.7675282,-4.7787666,83.7675282,-4.7787666,1," Other",9.126,0.001,9.102,0.001,9.044,0.004,9.034,0.017,,,6,2,0.0,4.4E-5,0.999956
0.254308,83.76810111,-5.64197889,85973,2M05350434-0538311,2,4611,83.768101,-5.641979,43.8323,1024,29.1525,0.056945,0.0,0.056945,4,,,4,,,260,0.377199,1.0,4,8.40253,4,,,4,,,1.40585,Md_c,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017250882341293056,Sp,83.7680464,-5.6420239,83.7680464,-5.6420239,1,Disks,11.062,0.004,10.773,0.003,10.405,0.02,9.687,0.042,5.962,0.053,1,1,7.0E-6,0.999954,3.9E-5
0.144390,99.93413111,9.95118889,117439,2M06394419+0957042,3,4572,99.934131,9.951189,498.887,0,57.8069,0.002267,0.082364,0.00363,512,3966.974,67.02,33554944,1.0003,0.0531,0,1.924243,3.384877,65536,,0,-0.230742,0.00776781,0,0.026603,0.007125,6.59053,Mg_b,0,0,-0.09521,0.006053,0,-0.11277,0.012285,0,0.28571,0.011808,0,0.052093,0.007622,0,0.069996,0.032106,0,0.073163,0.011359,0,-0.034581,0.019699,0,0.001295,0.009886,0,0.066867,0.039159,0,0.07953,0.030683,512,,,0,0.01889,0.011076,512,,,512,,,0,0.005783,0.029643,0,0.004988,0.027754,512,,,0,-0.261282,0.009304,0,0.023132,0.024281,0,-0.027028,0.013434,512,,,512,,,3326908747253090560,Sp,99.9341667,9.9511694,99.9341667,9.9511694,0," III/F",8.5,0.002,8.6,0.003,8.44,0.002,8.44,0.003,7.85,0.087,6,2,0.0,2.3E-5,0.999977
0.254308,83.76810111,-5.64197889,85974,2M05350434-0538311,2,4612,83.768101,-5.641979,36.2715,0,28.938999,0.068079,0.0,0.068079,4,,,4,,,260,0.383893,1.0,4,9.33254,4,,,4,,,0.996637,Md_c,8390784,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017250882341293056,Sp,83.7680464,-5.6420239,83.7680464,-5.6420239,1,Disks,11.062,0.004,10.773,0.003,10.405,0.02,9.687,0.042,5.962,0.053,1,1,7.0E-6,0.999954,3.9E-5
0.288253,83.768215,-5.38719,85975,2M05350437-0523138,7,5249,83.768215,-5.38719,402.805,0,25.315399,0.014388,0.626483,0.03367,512,3791.837,66.603,33554432,3.3191,0.0574,256,0.318134,1.0,0,18.21378,0,-0.667039,0.0154393,0,-0.118785,0.006849,12.8617,Md_b,0,0,-0.134064,0.007689,0,-0.161776,0.028027,256,,,0,-0.27081,0.009132,512,,,0,-0.303859,0.016008,0,-0.594311,0.021619,0,-0.248139,0.012961,512,,,512,,,512,,,0,0.003438,0.014952,512,,,512,,,512,,,512,,,512,,,0,-0.521609,0.015903,0,-0.118426,0.108088,0,-0.33075,0.035452,0,-0.024604,0.052123,512,,,3017363887225070336,Sp,83.7681786,-5.3871186,83.7681786,-5.3871186,1,Disks,8.933,0.002,8.503,0.002,8.055,0.007,7.211,0.016,,,1,1,2.64E-4,0.998131,0.001605
0.157913,85.22683194,-8.57896111,92293,2M05405443-0834442,2,4615,85.226832,-8.578961,227.942,512,50.329899,0.016116,0.232872,0.022824,4,,,4,,,4,1.816143,1.0,4,15.4953,4,,,4,,,1.79089,Fd_d,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3015318009617363456,Sp,85.2267914,-8.5789433,85.2267914,-8.5789433,1," Other",8.723,0.003,8.712,0.001,8.625,0.002,8.678,0.002,8.689,0.085,6,2,0.0,2.63E-4,0.999737
0.288253,83.768215,-5.38719,85976,2M05350437-0523138,7,4611,83.768215,-5.38719,153.735,512,26.371201,0.025641,0.0,0.025641,4,,,4,,,260,0.322797,1.0,4,17.47833,4,,,4,,,10.5609,Md_c,8388608,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,4,,,3017363887225070336,Sp,83.7681786,-5.3871186,83.7681786,-5.3871186,1,Disks,8.933,0.002,8.503,0.002,8.055,0.007,7.211,0.016,,,1,1,2.64E-4,0.998131,0.001605
0.304812,85.22699611,-2.317455,92294,2M05405447-0219028,6,5173,85.226996,-2.317455,70.4989,0,23.2556,0.056892,0.0,0.056892,512,3724.356,81.43,134217728,4.2174,0.1131,0,0.462147,1.0,0,13.90593,0,-0.115409,0.0165614,0,-0.042642,0.004925,2.26798,Md_d,640,0,-0.05534,0.007187,0,-0.119258,0.030418,0,-0.177247,0.076725,0,-0.065039,0.009212,512,,,0,-0.061547,0.01963,0,-0.066491,0.043192,0,-0.04936,0.0162,512,,,512,,,512,,,0,3.27E-4,0.020518,512,,,512,,,512,,,512,,,512,,,0,-0.104649,0.018633,0,-0.468496,0.122346,0,0.001329,0.042724,0,0.245595,0.064219,512,,,3216475242467418880,Sp,85.2269384,-2.317393,85.2269384,-2.317393,1," Other",11.73,0.004,11.722,0.004,11.694,0.023,11.765,0.102,,,6,2,0.0,0.0,1.0
0.440408,83.76875,-5.39903694,85978,2M05350450-0523565,2,4612,83.76875,-5.399037,136.83,0,36.2827,0.134482,0.382235,0.27227,4,,,261,,,4,1.47693,4.756408,65540,,4,,,4,,,10.3134,GKg_b,75498624,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,269,,,3017363822812730112,Sp,83.7686294,-5.3990604,83.7686294,-5.3990604,1," Other",8.751,0.001,8.442,0.001,8.193,0.004,7.938,0.019,,,6,1,2.5E-5,0.954281,0.045694
